movie_id,title,plot,language,genre
1661141,A-Hunting They Did Go,"Wally Vernon and Eddie Quillan decide to go on a hunting trip alone, and their wives (Dorothy Granger and Kathleen O'Malley) are suspicious. When the boy arrive at their cabin they find that two pretty girls (Virginia Belmont and Lynette Lyons) have taken up residence. The wives show up before the hunters can evict their unexpected (maybe not unwanted) guests, and they hide them in the chimney. A fire is, of course, lit.",English,Comedy
2134083,Mugabe and the White African,"In 2008 Mike Campbell - one of the few remaining white farmers in Zimbabwe to have held fast in the face of the violent 'Land Reform' programme - took the unprecedented step of challenging President Robert Mugabe before the SADC International Court (SADC - South African Development Community) to defend his farm, which is also home to 500 black workers and their families, and to charge Mugabe and his government with racial discrimination and with violations of Human Rights.",English,Documentary
1866918,Empty Room,"An enigmatic little girl provides solace to a grieving woman, but threatens to drive a wedge into her loving marriage. Her husband, also stricken with sorrow attempts to reach out to his wife. She must decide between the man she loves and the mysterious presence that is consuming her life.",English,Drama
2413579,The Sister,"Tragedy mars a suburban beach party when a young woman, Rose, is found drowned on the nearby beach the next morning. One year later 20 year old university student, Olivia, confronts the young man she holds responsible for her sister's death.",English,Drama
2425943,The Weaver and the Herdsman,"The sad story of the herdsman and the weaver girl, who fell in love, but due to the neglect of their chores, the king decided to teach them a lesson. He allowed them to see each other only once a year as punishment for not doing their work.",English,Animation
2275142,Seung joi ngo sam,"Charlene Choi plays Yee, a beautiful young girl from an affluent family, however she finds out that she has suffered from cancer, so she begins to prepare for her own funeral with the help of a young funeral director Duan(Eason Chan) They gradually falls in love with each other during their field trip to U.S.A, Yee then realizes how much she values her life. But later, she finally learns about one of Duan's secret, which end up a sad ending of the story.",Cantonese,Romance
1664118,Accordo di grigio,"A difficult job provokes in David an internal struggle. Meanwhile, he and Mirco meet various borderline society characters. Life isn't about following a straight path but about adaption and survival even if this involves difficult decisions. At the end, Davide will need to make a choice.",Italian,Drama
2155396,Ninja Powerforce,"In a struggle for supremacy, two childhood buddies are caught on opposite sides of a deadly gang war. Their capture and subsequent release by the police sparks off another confrontation between the notorious Red Ninjas and the Golden Ninja Empire. A titanic struggle unfolds in NINJA POWERFORCE.",English,Action
2052017,Lambu Dada,"Lavina lives a wealthy lifestyle in Raigarh along with her widower dad, Kunver Pratap Singh, his mother, and a governess, Anita. After her birthday, their lives are shattered by the entry of Pratap's brother, Thakur Vikram Singh, who kills Pratap, and his mother, but fails to kill Lavina, who, with Anita's help, manages to escape. He sends several thugs and goons to try and apprehend them, amongst them are a city thug, Bhushan, and a bandit from Chambal, Bhairav Singh. Bhushan manages to ensnare both, but Lambu Dada comes to their rescue. Neither Lavina nor Anita are aware that Lambu is a hired killer, and his assignment is to bring in both of them alive, hand them over to Vikram, then kill them, and then collect the remainder of his fee.",Hindi,Action
1810594,De vilde hjerter,"THE WILD HEARTS is a road movie about a young man's search for identity, recognition and love. The film's title refers to a Danish moped club called The Wild Hearts - a group of youths in their early twenties who want to find personal freedom through fellowship. The boys' fellowship and individual dreams for the future are put to the test as they embark on their mopeds in Denmark on a journey through Europe to Pomerania in Poland. Maybe they will never return. The Wild Hearts is more than a club; it's a state of mind that leads you through back roads into the depths of your soul. Freedom has its price!",Danish,Documentary
2233075,Rattlers,"A large number of chemically altered rattlesnakes become fearsome killers in this TV chiller. The tale is set in the Mojave Desert and centers upon Sam Parkinson, a noted zoologist, who has come to investigate a series of strange deaths that began with two dead children found near their parents' campsites.",English,Horror
1832846,Dikiy vostok,"The Solar Children, a group of dwarves who left the circus, are trying to start a settlement in the Kyrgyzstan wilderness just after the breakup of the Soviet Union, but are harassed by a gang of bikers. With their meager savings, they hire a ragtag group of heroes to drive off the bikers.",Russian,Action
2042870,La Maison de la radio,"Twenty-four hours in the life of Radio France, from one dawn to another. Along its corridors, inside its recording studios, with its producers, presenters, journalists and various guests. And outside on a motorbike in the wake of the Tour de France or in the company of a thunderstorm photographer.",French,Documentary
1639957,2p,"Billy has an odd obsession. Between the hours of nine and five, Billy is a model 'PR Rep' for a local nightclub. However, his life's passion lies in collecting 2 Pence coins. Billy takes pride in his small change hobby, learning the value of the tiny things life has to offer. But in his love for 2P's, Billy often misses the big picture. And the girl who just wants him to say hello.",English,Comedy
2076062,Lines of White on a Sullen Sea,"Soon after their engagement, Bill goes to sea, and Emily vows to stay true until his return. Unknown to her, Bill marries another woman from a different port. Emily waits faithfully for six years, finally becoming dangerously ill. When Bill suddenly appears in town with his family, Joe, who has loved Emily all along, forces Bill to make Emily's final moments happy by pretending he has returned to marry her.",English,Drama
2259020,Salvador,"Salvador, a 35-year-old man on the edge of social alienation has a dream. Alone at the bottom of the sand dunes, he digs. Iris appears as an errand-running messenger in the middle of this burning desert, but Salvador ignores her. In a therapist session, he describes how their paths have crossed again and again, as if by destiny. Inspired by her vitality, he tempts to overcome his fears by speaking to the first person he meets in the train, in vain. Iris takes the first step, giving Salvador the opportunity to release himself...",English,Drama
2086793,Love in Therapy,"An aging psychotherapist Dr. Karen Hashimoto struggles with her emotions. Facing with the decision she made to end her relationship with a much younger man, Kenny. Kenny makes a brave move to win her back and Karen experiences an unexpected confrontation with him in her therapy office. Karen's decision is firm, even though her heart has been longing for him. Being an expert, it should be easy to be in control and in charge, and talk him out of it as she doesn't see her future with him. But when it comes to her own... well, it's not so cut and clear. Kenny's determination to pursue their relationship is unshakable. They both have made up their minds to stick with their beliefs. This short glimpses a struggle of a relationship where there is a significant gap in time. When it comes to a romantic relationship, are we supposed to follow our hearts rather than our minds ? But then what will the consequence be... Does love conquer all ?",English,Drama
2489723,Waxwork II: Lost in Time,"Mark and Sarah survived the mayhem from the first movie only to have Sarah on trial for a murder committed by a dismembered hand. To find the proof that will clear her, the pair travel through time and space to dimensions full of historical, movie, and book characters. However, Mark's involvement in these other worlds may not be an accident.",English,Comedy
1882519,Family Business,Lucky Neopali has kept the peace in his city for over 20 years until the head of another family is stricken ill and it's new boss sees things differently. Lucky tries to keep the peace but can only take so much before he must flex his power and show everyone why he is the reigning boss.,English,Crime
1738905,Bohachi bushidô: Sa burai,"A ronin desperado who turns into a criminal is condemned to death sentence. However, he is saved by the notorious Bohachi clan who contemplate to use his sword skills against their rivals. The ronin now finds himself in an inferno of war between brothels and conspiracies.",Japanese,Action
2003598,Jordan and Quinn,"What can be best described as live action cartoon, 'Jordan and Quinn,' chronicles the lives of two roommates living in a modern society who refuse to adhere to any social norms or conventions. In a world stifled by rules and limitations watch Jordan and Quinn naively shatter the laws of logic as they experiment with X-ray glasses, battle for their lives in a game of basketball, or try to escape their past as members of a prison chain gang, all while trying to pay their rent!",English,Comedy
1961463,How to Be a Player,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",English,Comedy
1890858,Finding Frog,"Through a foggy rural village in the middle of winter, a little boy is sprinting with an older man trailing behind him. The boy is taking a traditional Korean doctor to see his sick mother whom he has been caring for by himself. After examining the boy's mother, the doctor leaves shaking his head sadly. Following advice mentioned in passing by the doctor, the boy sets out to find frogs to use as medicine for his mom.",Korean,Drama
2494483,What Separates Us,"A love story that follows a young man Daniel's struggle to find himself. He is a drinker, brawler and stuck in his small town rut. He meets Parker, a young talented painter. They balance love, friendships and growing up while they help each other grow and come to terms with their lives.",English,Drama
2268635,Scurta istorie,"This 1957 Romanian short animation and Cannes Film Festival winner skilfully and with incredible artistic expression manages to condense the entire narrative of human evolutionary theory into a ten minute short film. Not only that, he eerily anticipates the communist triumph of the USSR launching the first man into space by a few years.",Romanian,Animation
2295025,Smartest Girl in Town,"Modeling furs has given our heroine Cookie a taste for them, so she's determined to marry a rich man. Scheduled to meet a male model aboard a yacht, she meets the yacht's rich owner Dick Smith instead; he welcomes the confusion of identity and sets out to win her by force of personality alone. It's an uphill battle. Lots of wry repartee.",English,Comedy
1946526,Here Comes a Miracle,"A musical animated short film. In the year 2020, the sprawling City of Megapolis is a tangle of freeways, off-ramps, and traffic jams. On a chilly Spring morning, an elderly MS. DEMETER is saved from an onrushing SUV by HERMAN the bicycle courier as she searches the city for DANDELION seeds which she must save from MR. MEGAMORE, the richest developer in Megapolis, who is determined to destroy them. As she races through the smog-choked city, a mysterious Voice urges her on... When Herman encounters Ms. Demeter again at her Garden Gate, he is entranced by her beautiful daughter; STEPHANIE. Ms. Demeter slams the gate in Mr. Megamore's face, then kneels by the Garden Wall to witness the birth of DAISY and DANDELION. Over the traffic and the noise, the mysterious Voice proclaims a Brand New Spring.",English,Animation
2006369,Jun and Delores,"'Jun and Delores' offers a voyeuristic glimpse into the life of an isolated woman attempting to escape her loneliness using the oldest trick in the book: her body. After using a pathetic lie to get a stranger into her apartment, Delores' meager attempt at seduction become transparent. What started out as a real life attempt at a Hollywood fantasy becomes a drawn out and tense moment in time. What transpires is a classic Noble Savage and Damsel in Distress scenario. This man isn't from Delores' white-bred world of romantic sitcoms and Coca Cola, and, as her fantasy unravels, we have to wonder what her guest is really capable of. Our only guarantee is that it isn't what Delores bargained for.",English,Drama
2037255,La casa de las palomas,"The widow Alexandra and her schoolgirl daughter Sandra live together in a luxurious villa in Spain. When Fernando, an old love of Alexandra's, appears in town the two rekindle their love affair until Alexandra finds that he is being paid to be the companion of a rich older woman.",Spanish,Drama
1804565,Darlo Til I Die,"Darlo Til I Die is the true story of passionate Darlington FC fan Paul Hodgson, confined to a wheelchair since childhood through debilitating Meningitis of the spine, throughout all the ups and downs of his life, his beloved Darlington FC have always been there. Dealing with his father's rejection, his mother's alzymers and undettered by soccer hooligans, he will forever sing the immortal loyal chant from the terraces of 'I'm Darlo Til I Die! I know I am I'm sure I am, I'm Darlo Til I Die!' Based on the book by Paul Hodgson & Michael Jarvie.",English,Drama
2524424,Éclair au chocolat,"After she had been raped by her father, a young woman leaves the town with her new born son. Years later, the son can't accept that his mother fell in love with someone else than the mythical father she had told him about.",French,Drama
1740356,Bonnie,"Bonnie is a short film which tells a story about Joshua and his girlfriend Bonnie on Australia day BBQ celebrations in 2015. While some think that this is just an average couple, we find out that there's something unusual about their relationship.",English,Comedy
1697482,As the Sun Begins to Set,"Once upon a time, a cruise on the QE2 was the ultimate in luxury, available only to the wealthy. But times have changed and the ship is filled with passengers from all walks of life, nearly all English and nearly all elderly. Ethel and Alice rarely leave the ship to see the ports of the Mediterranean. The Catos, who met on a cruise 43 years ago, spend most of their time researching marine history in the library. New Yorker Monroe sits on the afterdeck, remembering his fallen comrades from D-Day while still harbouring dreams of finding the love of his life. Meanwhile widowed Margaret, who loves ballroom dancing, must patiently wait her turn for a dance with one of the ship's 'gentleman hosts'. A bittersweet portrait of love, ageing, Englishness and of home away from home.",English,Documentary
1767967,Charlie,A very cheerful and charismatic boss called Charlie is welcoming several volunteers that will assist in medical research for the GenCorp corporation. What they don't know is that next to providing a generous salary GenCorp also expects certain macabre activities of its volunteers. So the question becomes who is Charlie really?,English,Short
2323947,Surviving Friendly Fire,"In the early 90's seventy youth from a Hollywood homeless shelter started a theatre project encouraging them to tell their stories.. The youth ran the gamut of racial, cultural and sexual identities. Only ten completed the project and became performers. This film documents the process. The resulting play, Friendly Fire, was performed at the prestigious Los Angeles Festival before going on to tour high schools throughout the city.",English,Documentary
2296640,Snow Job,"Christian Biton is a skiing instructor in the Italian Alps. He has a wealthy girlfriend, Monica Scotti, and expensive tastes. To be able to live in style he has a plan : to lay hands on the 250,000 dollars that represent the gains of the winter resort where he works. He manages to persuade Monica to join in the heist as well as Bob Skinner, a ski racer down on his luck who needs the money to replenish his finances. The caper as such succeeds but the three accomplices should not celebrate too soon. An insurance investigator indeed appears on the scene...",English,Crime
2408877,The Rocking Horse Winner,"In London, the young Paul Grahame lives with his upper class but financially broken family. His wasteful mother Hester Grahame is a compulsive buyer, spending all the family money on new expensive dresses, jewels and objects for their home. His father Richard Grahame is a gambler, losing money in the horse races. His uncle Oscar Cresswell is permanently covering the Grahame family debts. When the servant Bassett is hired, Paul finds that he can predict the winner of the horse races by rocking his wooden horse. Paul asks Bassett to become his partner. The two of them bet their money on the races. Paul wants to prove that he is lucky in order to silence the house, which perpetually whispers to him that it needs more money.",English,Drama
2505994,Worden Zijn Geweest,"Nursing home De Leeuwenhoek is based in the multicultural district Oude Westen, in the heart of Rotterdam. The composition of the house is a reflection of the neighborhood. With various portraits a different perspective is given on aging and elderly care.",Dutch,Documentary
2346001,The Ascent,"Jovan has just graduated from literature and struggles to finish his first novel. He decides to go to his friend's country estate in order to dedicate himself to writing in peace. At the estate, which is situated in obscured mountain's landscape, live farmers - one very strange family which doesn't have contact with civilization. They are illiterate, they live in unclearly defined sexual relations and they are devoted to nature. Zeko, head of the family, is sadist authority whose word, will and unique world-view can't be challenged by family members. Jovan slowly gets used to life with them, and decides to stay with them a little longer. But, it's not on him to decide how much longer.",Serbo-Croatian,Drama
2099919,Man v Surry Hills,"An adventurer called Man shows you how to survive in Surry Hills, the inner city of Sydney. But with the thrill comes danger, and in suburbs like this, you need to know what you're doing to maintain a populist edge. Man has been to some of the world's most trendy suburbs, but nothing has prepared him for the 2010 postcode.",English,Comedy
1898390,Forced March,"Ben Kline is a successful television actor looking for a meaningful role to make him a movie star. When he sets out to play a hero who died in the Holocaust, he is forced to face the reality of those victimized by the war. In assuming the role of Miklos Radnoti, who left a notebook of harrowing poems from his ordeal, Kline finds himself acting not as a hero, but rather a victim who speaks to us from the grave. As Ben gets ever deeper into his role, he begins to merge with his character, blurring the boundaries of truth and illusion. The realization for Ben, and for us all, is that the best homage we can pay to those who died is to understand them... to know that they had little choice in their fate. Everyone could not be a hero, but rather simply tried to survive as best they could, and that is the legacy of the six million.",English,Drama
1748290,Bruiser,"The young executive of a publicity agency Henry Creedlow is a man that has repressed morbid thoughts and is walked over by most of his acquaintances: his wife is cheating on him with his boss and stealing his investments with help from his best friend; his housemaid is frequently stealing from his house and insulting him in Spanish; even his annoying poodle does not respect him. While in his daily morning routine listening to a talk show on the radio, he hears a man committing suicide live because he had been felt miserable and disrespected for a long time, and Henry feels impressed with the tragic story. The next morning, he wakes up to find his face covered by a white mask, changing his personality and letting him seek revenge against those who have humiliated him.",English,Horror
1886040,Feast of Love,"A rustic Oregon town is the backdrop for this tale of men and women touched by love's inescapable spell. From Bradley, the hopeless romantic who looks for love in all the wrong places; to Harry, a local professor with the wisdom and experience to guide those close to him; to young, beautiful Chloe, who defies fate in romancing the troubled Oscar.",English,Comedy
2091436,Lágrimas,"Cristina is a housewife who lives a quiet and peaceful middle class alongside her husband Paul and his son Diego five years. In a weekend traveling with Paul asks Diego, leaving Cristina at home alone. Cristina then decides to call a call girl named Samantha. Despite leading a life of dreams and no worries, Cristina has desires that only another woman could accomplish. Cristina then engages in a surreal erotic dream where all your wishes and desires come true, but that is when reality invades the dream playing in the hard truth of your life. She made choices, choices that led to a life of stewardship, however these benefits have a price. His deepest desires. And the conflict between these desires and the life she chose to do it to lose the sense of his life.",Portuguese,Drama
2143924,Naked Gun 33 1/3: The Final Insult,"Oscar night. Who will win? Who will lose? And will someone please kick that numbskull off stage? Wait! That's no ordinary numbskull. That's Lt. Frank Drebin, crashing the ceremonies to stop a terrorist plot that could mean curtains for him -- or will a simple window shade be enough?",English,Action
1877517,Exarchia: Politismiko sok,"The country's worst riots in recent years began hours after a 15-year-old boy was shot Saturday night during a confrontation between police and youth in the Exarchia neighborhood of central Athens, a district of bars, bookshops and restaurants where clashes between far-left youth and the police have previously occurred.",Creek,Documentary
2030339,"Kérity, la maison des contes","Natanaël, seven, still doesn't know how to read. His eccentric old aunt bequeaths her house to his parents and her book collection to the young boy. Nat discovers that the books serve as a shelter for all the heroes found in children's literature. They are the original characters and are counting on him for protection. For if they leave the library, they will disappear along with their stories forever! When his parents start selling off the books, Nathanaël, who is shrunk by the evil witch Carabosse, braves everything to save his tiny friends.",French,Animation
1978745,Important Business,"Joe Doakes finally receives the letter he's waiting for from Henry M. Maartleson at the Pentagon requesting a meeting, which they will arrange once he arrives in Washington DC on August 25th. All Joe's colleagues and family know about the meeting is that it is about an important top secret issue, which they infer could lead to a covert mission of national importance. Beyond the problem of getting a suitable train compartment for his trip to Washington, Joe ends up facing another problem: actually getting a hold of Maartleson by telephone as requested once he reaches the nation's capital. Not having a place to stay in Washington, there is no way for Maartleson to get back to Joe. By the time he leaves Washington, Joe comes to the realization of what a lowly cog he is in the national security scene, but that doesn't stop him from telling those in his hometown of Plainville otherwise.",English,Comedy
1689365,Ann och Eve - de erotiska,"An erotic drama about a youthful bride-to-be who takes a holiday to Yugoslavia with a cynical and evil lesbian film critic (and murderess) that leads to debauchery, degradation with a dwarf, a dinner with naked entertainers and other highlights...",Swedish,Drama
2160566,Not Better Than Jessica Mauboy,"Sharni Dice is a pub singer and make-up artist in Darwin, Northern Territory. As she embarks upon the career opportunity of a lifetime, we follow this small-town girl all the way to The Big Apple. However, not everything will go according to plan.",English,Comedy
2156195,No Art on $2.00 a Day,"Access to art is a fundamental human right. It cannot be denied to the poor, relegated to second place even - especially - in countries where whole families live on $2 a day. Based on a multimedia performance by artists, writers and scholars, this film drives home the point with anger, revolt and poetry.",French,Documentary
2008135,Justin Bieber: Never Say Never,"The camera follows Justin Bieber (1994- ) during the ten days leading up to his August, 2010, sold-out show at Madison Square Garden. Footage of these ten days of concerts, rehearsals, and down time with boyhood friends, his mom, and his entourage is inter-cut with home movies, old photos, and interviews showing a musical prodigy who loves to perform, comes to the attention of an Atlanta agent via YouTube, impresses Usher, and rockets to international stardom soon after his 15th birthday. His manager emphasizes the importance of social media and of Justin's work ethic and personality in making him a star; the camera emphasizes Bieber's look. His mom and grandparents shine.",English,Documentary
1752121,Busking the System,"BUSKING THE SYSTEM focuses in on the very different lives of several subway musicians in New York City. We follow three fresh faced musicians from Kansas City, MO, Seattle, WA and Cleveland, OH on their journey to see if they can make it in the New York subway and launch their career ,will they discover success or be obscured in failure? Another musician already in New York is seen actually making a name for him self as a subway performer. There is also the familiar darker story of a man who plays strictly as a means for survival. From inspiring idealism to heartbreaking reality, BUSKING THE SYSTEM finally puts a spotlight on the musicians that make up the sounds of the underground.",English,Biography
2264330,Saviors,"Roy is an emergency medical technician who has just had to make one of the hardest decisions of his career. To save the life of a colleague or that of a civilian, who is also a drug addict. He has made his choice, and now, he has to live with th potential outcome, for better or worse. In this short film penned by Michael P. Walker and directed by Robert H. Gwinn we get a glimpse into the heartache faced by our men and women who dedicate their lives to saving ours.",English,Drama
2149732,Nepokorenite,"This is a documentary about the heroic fate of the Rhodope insurgents at the time of the Uprising on St. Elijah's Day. The phenomenon of the Rhodope Liberation Movement- the Slaveynov's Squad was formed out of 16 first cousins. Till 1912 when the middle Rhodopes were finally liberated, the squad has become a real liberation army.",Bulgarian,Documentary
2433063,Threat of Exposure,"Dr. Daryl Sheleigh is smart, beautiful, sophisticated, and in trouble... she's a psychotherapist / hypnotherapist whose clients have begun to mysteriously disappear. Badger Welldon is working undercover with the police, he poses as her patient looking for clues about four missing men (which also includes his younger brother). He's confident when he first enters her office, with no intention of revealing anything about himself... as the therapy progresses, boundaries are broken. Disturbing secrets from Badger's past emerge, and a compelling bond develops between Daryl and Badger. As Badger's feelings deepen, so does the chilling evidence against her... will she be the one to remove his loneliness or will she be his executioner?",English,Thriller
1855205,Ein Fall für TKKG: Drachenauge,"The four young snoopers Tim, Karl, Kloesschen and Gaby by chance discover a hidden cave near an old castle. In it there's a board that seems to describe the way to a legendary sword. They ask their history teacher Schindler about it. He forbids them further actions, but secretly continues investigations with help of two ruthless criminals. But our young heros don't give up on an adventure so fast...",German,Action
2252309,Rozwój,"In the Ojcow National Park, in the very center of a nature preserve, there is a Care Centre. It is a shelter for 70 old men. They are mentally deficient and insane, waiting for death to come. The Centre is their whole world and nothing else exists beyond it. Everything behind the window is as remote and extraordinary as cosmic space. They don 't greatly differ from us. They each live in individual realities that are appropriate for their level of development. They fight with their own limitations and display every reaction caused by the effort to exceed these boundaries. Therefore, their encounters with other people are very solemn acts; their own spiritual victory. As a matter of fact, it is all about personal development. What we all have in common is the most important task - the desire to become a real human being by way of love. Before our very eyes, the new millennium opens for the Centre inmates.",Polish,Documentary
1969280,I Send You This Place,"A beautiful, life-affirming documentary of a woman in search of her brother. The setting is surreal- where glaciers are more common than billboards and inhabitants speak to mountains. A design, filmmaking couple stretch their roots across the North Atlantic and plant them in Iceland where they're called to confront their limitations and follow their obsessions. As the nature of the island rapidly uncovers new perspectives on the human condition, the process of diagnosis, and the power of thought, the woman begins to find her brother amid the ranting wind, grandiose clouds, and bi-polarized sun. Their challenge when returning to the States is to bring this place of empowerment to each and every viewer to experience and to apply in their own lives.",English,Documentary
2014241,Kate's Addiction,"Kate, a young sociopath, arrives in Los Angeles where she looks up her old college friend Sara and begins a devious game of manipulation, murder and seduction, with a little help from her co-conspirator Zoey, to move into Sara's life. But a little later, when Sara meets a new man in her life, Kate does not stop her game of scheming and murder to keep Sara all for herself.",English,Thriller
2472852,Valliettan,Madhavankutty is the Valliettan (Big Brother) of the Arackal family. The long lasting rivalry between the Arackal Madhavanunni and Patteri Sivaraman forms the main thread of the story. Madhavanunni along with his four brothers he rules the village. But Sivaraman with the help of Bava develops their plan to trap Madhavanunni.,Malayalam,Action
1851379,E:D:E:N,"The human race is at risk of extinction. A bunch of military explorers embarks upon a space expedition searching for a new uninhabitable planet. They localize one several years later, but they soon discover that they are not alone.. Against the will of his soldiers, the captain is firmly determined to kill the entire alien race. The final countdown has already started, a devastating weapon points upon the entire planet, but a mutiny is on its way... and a final showdown is waiting..",English,Sci-Fi
2087381,Love Recipe,"A couple is having a wedding anniversary date in their own apartment. He is at the kitchen, concentrated, cooking a heart-shaped chocolate cake, insistently interrupted by their chihuahua dog, which wants him to play fetch with her. Meanwhile, his curvy wife is getting ready: bathing, dressing in her sexiest clothes, and applying make up. Their movements and actions are, without them knowing, synchronized and mimicked by the other, and they lead to the bedroom. What about the dog?!",French,Animation
2303471,South of Hell Mountain,"After planning to just rob a gold mine, an outlaw and his two sons end up killing all of the miners. While fleeing to Canada, they stop at a small cabin in the woods where they find a woman and her stepdaughter living together. What happens afterwards is told through the memories of the step-daughter, now a patient locked away in a mental hospital.",English,Horror
2302027,Sophie's Secret,"Sophie encounters a worm on a street and the worm penetrates her chest and plunges into her body. The worm in the body becomes her secret. First she tries to get rid of it, but soon she is amazed to discover that her parents have worms inside them too. Finally she discovers a way to deal with this secret.",English,Animation
1886303,Feeding the Brain,"'Feeding the Brain' explores the struggles that many face in an effort to treat their mental illness, and presents some of the most promising, albeit less conventional solutions to mental illness that have been found. As the ancient Greek physician Hippocrates once said, 'Let food be thy medicine and medicine be thy food'.",English,Biography
2320676,Summer of the Chew Toy Soul,"A young lad (played by the puppet Dobo) must spend the summer with his alcoholic father. But with no television or video games to pass the time, will mind-altering chemicals and head-trauma hallucinations be enough to survive the lethal boredom? And will his father's flirtation with suicide pay off, or will it simply become yet another ambition that he fails to follow through on?",English,Comedy
2099626,Man in Van,"Jimmy Tarangelo doesn't like to pay rent, but he does like to live in Manhattan. For the past 8 years Jimmy has lived in a van in the West Village of Manhattan with his four dogs. He spends what little money he has on parking tickets and dog food. He doesn't have much, but he is happy. This short is a little glimpse into Jimmy's world. What at first may seem like a chaotic existence somehow comes off as quite normal and almost enviable when Jimmy describes it. Here is a man who answers to no one and longs for nothing. A true working class hero.",English,Biography
2089125,Luck Is a Rare Thing at Monte Castello,"A Brazilian soldier received orders that they were about to charge into a highly fortified German hill station during Brazil's first weeks in WW2. He clearly had nobody to turn to during these terrifying moments and decided to write his thoughts in a letter. Unbeknown to the soldier frantically scrawling his words as the bugle call rang out, it may have been that the recipient would be the only one to have already known the final outcome of the battle that was about to rage. The words of this story are based on the words penned by a genuine soldier of the Brazilian Expeditionary Force, the name of whom is unfortunately lost to time.",Portuguese,History
2317630,Strákarnir okkar,The star player of Icelands top football team causes a stir when he admits to being gay to his team mates and then goes on a journey to discover himself (with the help of the local press). He soon finds himself on the bench for most of his teams matches and decides to call it quits and join a small amateur team made up of men like himself - gay guys trying to play football in a straight world of Icelandic fishing culture machoism.,Icelandic,Comedy
1930961,Gun,"GUN is the story of a gun. A gun that has the power to move from place to place on its own volition. The Gun gives a street punk the power to climb the ladder of criminality from shoplifter to killer; then it leads a frightened fisherman down the trail of thoughtless action. With each incident, the gun grows stronger in power, until ultimately, in the final scene, it pulls its' own trigger.",English,Short
2290500,Sisai,"20-year-old Sisai, Ethiopian immigrant in Israel, lives with his adoptive family - the Gavros. Father Gavro returns from Ethiopia with news of Sisai's biological father's whereabouts. Confused by the news and the fresh confrontation with his past, Sisai does not share his family's excitement. He is too busy with his own news; Sivan, his girlfriend, is pregnant. The director, who is also Sisai's brother, joins him and their father on a journey to Ethiopia on their search for identity, blood connection, love and longing.",Hebrew,Action
2425551,The Water in the Bay,"A dark comedy about a family who is coping with the repercussions of their teenage son's murder. Though the crime took place over a year ago, the accused killer has recently been exonerated and the case re-opened. It soon becomes apparent that all the affected parties have spent the past year in various forms of denial that range from desperately comical to simply desperate.",English,Drama
2497575,Whirlwind Raiders,It's 1873 and the disbanded Texas Rangers have been replaced by the corrupt Texas State Police. Steve Lanning arrives posing as a wanted outlaw to get in with them in his attempt to have them replaced. His inside work helps the Durango Kid break up the State Police raids but he is in trouble when his secret identiy as Durango becomes known to them.,English,Action
1925110,Gopher Broke,"A gopher finds himself on a road where trucks are hauling produce to market. He hits on the idea of shaking some of the produce loose for himself, but other animals always beat him to the booty. That is, until a truck comes along with a cow...",English,Animation
1823445,Dessine-moi un bouton,"Eliot is eight years old and can not sleep. His Teddy in hand, he walks into a whimsical and mysterious city where strange grown-ups will offer such sweet dreams. But these days, everything has a price, even the sandman and nocturnal merchants... But do not forget that innocence has no price.",French,Drama
1761528,"Cars, Trains, Buses and Planes: A Cross-Societal Look at Transportation","Shawn Verma and Natasha Kumar, two undergraduate students at Brown University, filmed this documentary as part of an independent study course, which was commissioned by Brown University, during their Spring 2012 semester abroad in Washington D.C., USA; Sao Paulo, Brazil; Hanoi, Vietnam; and Bushbuckridge, South Africa.",English,Documentary
2181184,Osmiza,"Osmiza is a centennial tradition placed in the border between Italy and Slovenia, on the former austro-hungaric empire. A rule from the emperor allowed the peasants to sell their wine and cold cuts without taxes for only eight days on their premises. In 2012, the tradition adapts and endures. This is a short version of an upcoming longer documentary, made for the latin-american magazine Anfibia.",Italian,Short
1747584,Bronx Cheers,"Danny returns to the Bronx after serving in WWII. He dreams of becoming a songwriter and instead gets sidetracked by an aging boxer tired of taking dives. After an ingenious ploy, both friends get exactly what they dreamed for.",English,Short
2387581,The Little Western Wall,"The Little Wall is a narrow alley that Jewish worshippers consider to be a continuation of the Western Wall. For local Palestinian residents, the alley is known as Rabat al-Kurd, and is used as a passage to gain access to their homes and as one of the entrances to al-Haram al-Sharif, the Temple Mount. This film documents one day, from sunrise to midnight, at the so-called 'Little Wall,' as Jewish and Muslim worshippers pass by one another.",Hebrew,Documentary
2333393,Taras Bulba,"The Cossacks of Eastern Europe join the Poles to rid the Turks from the Steps of Europe. In return for their aid, the Poles agree to give control of the Steps to the Cossacks. After the battle, however, the Poles back out of their agreement and force the Cossacks into the hills. Taras Bulba, a Cossack Colonel, raises his son, Andrei Bulba to learn the ways of the Poles so he can one day defeat them in battle. In his learning process, however, Andrei falls in love with the daughter of a Polish Nobleman. This twist causes Andrei Bulba to choose between the love of the Cossacks, and the love of a woman, and causes Taras Bulba to choose between the love of his son, and the love of the Cossacks.",English,Adventure
